сл 0,005 0,003622258962746635
сн 0,002 0,001483648326748455
со 0,002 0,0046149331628209025
сп 0,003 0,00260263133330164
ср 0,001 0,000613333297861319
сс 0,002 0,0019085028114848666
ст 0,016 0,01728708135456364
су 0,001 0,00145263923160831
сы 0,001 0,0005156816377459864
сь 0,001 0,002959286532868542
ся 0,007 0,004823591503666014
та 0,007 0,008762033350710765
тв 0,002 0,00413973106969445
те 0,008 0,007924578130755165
ти 0,004 0,0064777175601777905
тк 0,001 0,0009676895638904765
тм 0,001 0,0001402253066680948
тн 0,001 0,001979613115222086
то 0,013 0,01618938396639505
тр 0,006 0,00486105881880737
тс 0,003 0,0025115318747472378
ту 0,004 0,002122838602450445
ты 0,001 0,002063969999312537
ть 0,005 0,007317124704835248
тю 0,001 9,839628324233797E-05
уб 0,001 0,0009064208163043567
ув 0,003 0,0006365322844104468
уг 0,002 0,0012463882645621584
уд 0,003 0,002431437897814303
ул 0,002 0,0015990841897029447
ум 0,003 0,0011916066543802405
уп 0,001 0,0010913692964808408
ус 0,002 0,0019190311559569909
ут 0,002 0,0019896836008135273
уч 0,002 0,001531995814764987
ую 0,005 0,0016690932223429426
фф 0,001 8,062894888825888E-05
ха 0,001 0,0008118536791746773
хн 0,001 0,0003525055522377655
хо 0,003 0,0027458544107464163
хр 0,001 0,00031184768363312393
ху 0,001 0,00020843423097193436
це 0,001 0,0014989600916319244
ци 0,003 0,0022999793838194946
цы 0,002 0,000275927449551759
ча 0,002 0,0027104498703517154
че 0,001 0,005466777200547858
чи 0,002 0,002523889244958511
чк 0,001 0,0005495945221030941
чн 0,003 0,0014550538347580166
чт 0,001 0,0032064194783925117
чш 0,002 0,00015337067611085914
ша 0,001 0,0010557141385935554
ше 0,006 0,0025163924082332242
ши 0,004 0,0019017746957224104
шк 0,001 0,0006376094576718429
шл 0,001 0,0005951442513802951
шо 0,001 0,00033416709917462404
ща 0,002 0,000539418006034021
ще 0,003 0,0021305475001309956
щи 0,002 0,0013035386920057146
ъе 0,001 0,00027571779838007795
ыб 0,001 0,00027772032853717
ыз 0,001 0,00010514608705703695
ый 0,003 0,0021052158551113187
ыл 0,002 0,0019981178433524233
ым 0,007 0,0018633892530361055
ых 0,001 0,0024186684546104154
ыш 0,002 0,0005355021077123909
ьд 0,001 7,5565993581339E-05
ьи 0,001 0,00011514909870816708
ьк 0,003 0,001252256087585647
ьн 0,003 0,002856728553379155
ьт 0,001 0,00030797998098314465
ьш 0,001 0,0006848773626433961
эл 0,001 0,000167212473008978
эт 0,006 0,002748411191127493
юс 0,001 0,0001806903925861331
ют 0,001 0,0011322801923616492
ющ 0,001 0,0008398384959187327
яв 0,001 0,0005785842186010694
яз 0,001 0,00048563404625527536
як 0,001 0,0002558322642569448
ял 0,002 0,0008028989233819527
ян 0,001 0,0007859268176101124
яс 0,001 0,000515426200686237
ят 0,002 0,0019909439176271967
ях 0,001 0,00035273207189452443
ав 0,003 0,004459157522694667
аг 0,001 0,0010116512457867825
ае 0,004 0,002210169159481752
аж 0,001 0,001570212572600514
аз 0,01 0,004362368565101885
ак 0,01 0,005890477398948232
ал 0,011 0,009934597895221761
ам 0,005 0,004506391690696065
ан 0,005 0,007639729662380837
ао 0,001 8,80366236209917E-05
ап 0,001 0,0012921476450110405
ар 0,003 0,004092212547230313
ас 0,008 0,005333574003239289
ат 0,002 0,0069022997393693745
ах 0,001 0,0014269172016482612
ац 0,002 0,0009551900164478333
ач 0,001 0,001475069497194607
аш 0,001 0,0012210011945200828
ащ 0,001 0,0004034797043592677
аю 0,001 0,0014895956726301677
ая 0,003 0,00260322895963011
ба 0,007 0,0012104270641598903
бе 0,001 0,002388695566410763
би 0,001 0,001200686718919257
бл 0,001 0,0012448893791738175
бн 0,001 0,00048518823629250515
бо 0,002 0,0036571309409695945
бр 0,002 0,0015694101146675275
бу 0,004 0,001385295419610603
бы 0,001 0,003543360238470641
бя 0,001 0,0005252942644567447
ва 0,008 0,008398129522127578
вд 0,001 0,000339755387302538
ве 0,003 0,006615745144218607
ви 0,001 0,00406602301925525
вк 0,001 0,000521886830471031
вл 0,001 0,0016656930177079766
вм 0,001 0,00019559249426057024
во 0,012 0,008865598619737654
вр 0,002 0,0011110620479173705
вс 0,002 0,003194042829912578
вт 0,001 0,0005151876321115653
вы 0,001 0,0035934186728307773
вь 0,001 0,0002251966855720936
га 0,001 0,0018492052668692659
ге 0,002 0,0007925754105143446
ги 0,002 0,0014702402908951938
гк 0,001 0,00013970720319784837
гл 0,002 0,0014478220742268095
го 0,006 0,009851176007161337
гр 0,001 0,0015859532789616756
да 0,006 0,0061577127591177635
де 0,007 0,006746786765653636
ди 0,004 0,003586302581911532
дн 0,004 0,0025049362970818215
до 0,005 0,005198652630236368
др 0,001 0,0015105800680669398
ду 0,004 0,0022095064689965534
дц 0,001 0,0002205650815264487
дь 0,001 0,0005408494174820507
дя 0,001 0,0004468027936062003
еб 0,001 0,0013909367229773327
ев 0,001 0,0025738777955947537
ег 0,005 0,0033947055088308156
ед 0,003 0,004664895205837737
еж 0,001 0,0011155105084107422
ез 0,002 0,0018127548803997418
еи 0,001 0,00018445688432564559
ей 0,006 0,003185133860007922
ек 0,002 0,0023930307670757553
ел 0,013 0,007486016797001257
ем 0,007 0,005635006602228668
ен 0,007 0,012506552683517648
еп 0,001 0,0011749598693920433
ер 0,005 0,008767739718234224
ес 0,01 0,006935947547532403
ет 0,011 0,007971489387756502
еф 0,002 0,0002171817453765603
ех 0,001 0,0008588275905491604
еш 0,003 0,0010467834806366563
ещ 0,001 0,0008165527571606334
жд 0,001 0,0012249508298118683
же 0,004 0,004388970166069561
жи 0,004 0,0019482449623281423
жн 0,002 0,001433741708754019
за 0,007 0,006436262053207327
зн 0,001 0,0022237314214842963
зо 0,001 0,0011203975495161366
зь 0,001 0,00013949755202616725
зя 0,001 0,0003247183377474785
ив 0,003 0,003230987222016523
ид 0,002 0,001881865063763452
ие 0,007 0,0038807010226234724
из 0,004 0,0036023396916533466
ии 0,001 0,0021965370137553147
ий 0,003 0,0023432759654470193
ик 0,003 0,0034651097459783508
ил 0,009 0,005627418193727245
им 0,002 0,004216316401731204
ин 0,005 0,0057466012701525866
ир 0,002 0,0020991938059385473
ис 0,003 0,004488501457379276
ит 0,003 0,0062962054313900105
иф 0,001 0,00019583347261882441
их 0,005 0,0027519897197475674
иц 0,001 0,0011908644410368178
ич 0,005 0,0025563369808974334
иш 0,001 0,0006937911521152175
ия 0,004 0,0034875207332959873
йк 0,001 0,00016599312251621196
йо 0,001 8,877883696441452E-05
йс 0,001 0,000933617633816921
йч 0,001 0,000219569840906859
ка 0,009 0,00904456601706227
кв 0,001 0,0004451255842327513
ки 0,004 0,0049670579692526265
ко 0,018 0,012332725354574593
кр 0,001 0,0022726066521054048
кс 0,001 0,0006495547548905016
ку 0,001 0,002490682427191088
ла 0,004 0,007133504015412745
лг 0,001 0,0002016410510527496
ле 0,01 0,007048672403956533
лж 0,002 0,00038158682051187736
ли 0,015 0,009317433041464202
лк 0,002 0,0004809036410827462
лн 0,001 0,0005765913275783075
ло 0,003 0,007019518842174945
лу 0,002 0,0017574985428520633
ль 0,007 0,006794746278513379
лю 0,002 0,0014431181766736882
ля 0,002 0,002587507531537609
ма 0,002 0,004254610272641372
ме 0,01 0,005653817372873988
ми 0,003 0,004614065640731187
мн 0,004 0,0016999505011173878
мо 0,004 0,005114433103810123
му 0,002 0,0025331861900199566
мы 0,003 0,0017451267139392949
на 0,013 0,014286695962694853
нг 0,001 0,00029342970771175855
не 0,014 0,011580036681918477
ни 0,021 0,012429589015458434
нн 0,006 0,004571954672626274
но 0,016 0,015509692458021281
нр 0,001 9,613831602549651E-05
нс 0,001 0,0012557719618325753
ну 0,002 0,002787948510366253
нщ 0,001 0,00013316946033841304
ны 0,008 0,006540290000682065
нь 0,001 0,0012943983828771343
ня 0,003 0,0018527934346236703
об 0,005 0,005353112528526536
ов 0,009 0,01181260971503673
ог 0,009 0,0066830817268655664
од 0,011 0,007448424173113609
ое 0,003 0,002796657468233558
ож 0,006 0,0026073858363099946
ой 0,004 0,0058603406454649665
ок 0,004 0,002926101403153362
ол 0,007 0,008133364190130152
ом 0,01 0,007733140103390897
он 0,006 0,007091070136307769
оо 0,001 0,0005352563097869717
оп 0,001 0,002223102467969253
ор 0,012 0,00822947599853624
ос 0,021 0,009557314948188303
от 0,007 0,008459791064437651
ох 0,001 0,0007020567098033351
оц 0,001 0,00043105485789429103
оч 0,003 0,002366896664123092
ош 0,002 0,0010451520571512756
оэ 0,001 0,00018836555329652802
пе 0,005 0,0033767285233050554
пи 0,001 0,0015787335673483809
пл 0,002 0,0012921645134961182
по 0,014 0,012561553584005576
пр 0,015 0,010071112135172743
пу 0,001 0,0010408023977847881
пя 0,001 0,00030115306409380434
ра 0,01 0,012164638130125152
рб 0,001 0,00016817638644199464
рв 0,001 0,0006193216100639349
ре 0,01 0,009614395491907965
рж 0,001 0,000464461687699065
ри 0,01 0,006796382521565924
рк 0,001 0,00056051325151559
рн 0,002 0,0013753261449296283
ро 0,009 0,01136058251062358
рп 0,001 0,00015925295783584316
рр 0,001 0,00015381648607362935
рт 0,001 0,0011667159997561685
ру 0,003 0,0038161429204471835
ры 0,003 0,001996809330867103
рь 0,001 0,0006352069034400489
ря 0,001 0,001263810999863934
са 0,002 0,0024186202589387643
св 0,001 0,0018164996840870115
сд 0,001 0,0002652159615273617
се 0,006 0,004553300537913819
си 0,002 0,0027717451255572434
ск 0,007 0,006233695645258882
сл 0,003 0,003622258962746635
сн 0,001 0,001483648326748455
со 0,002 0,0046149331628209025
ср 0,001 0,000613333297861319
сс 0,001 0,0019085028114848666
ст 0,018 0,01728708135456364
сц 0,001 0,00011081389804317476
сч 0,001 0,00044200250470977743
сь 0,002 0,002959286532868542
ся 0,005 0,004823591503666014
та 0,011 0,008762033350710765
тв 0,001 0,00413973106969445
те 0,008 0,007924578130755165
ти 0,007 0,0064777175601777905
тм 0,001 0,0001402253066680948
тн 0,001 0,001979613115222086
то 0,009 0,01618938396639505
тр 0,003 0,00486105881880737
тс 0,002 0,0025115318747472378
ты 0,002 0,002063969999312537
ть 0,007 0,007317124704835248
тю 0,001 9,839628324233797E-05
тя 0,001 0,0007304343212713448
уб 0,001 0,0009064208163043567
уг 0,001 0,0012463882645621584
уд 0,003 0,002431437897814303
уе 0,001 0,0004461810694419045
ул 0,003 0,0015990841897029447
ун 0,001 0,0005779552650860259
ур 0,001 0,001371337953100522
ус 0,004 0,0019190311559569909
ут 0,003 0,0019896836008135273
уч 0,001 0,001531995814764987
уш 0,001 0,0007585540858960225
ую 0,002 0,0016690932223429426
фо 0,001 0,000688200454203721
ха 0,001 0,0008118536791746773
хв 0,002 0,0001982962714401819
хг 0,001 1,1154888203584995E-05
хи 0,001 0,00036289412926210227
хо 0,006 0,0027458544107464163
ца 0,001 0,0007237592207477045
ци 0,003 0,0022999793838194946
ча 0,004 0,0027104498703517154
че 0,002 0,005466777200547858
чи 0,005 0,002523889244958511
чо 0,001 8,180974284370425E-05
чт 0,003 0,0032064194783925117
чу 0,003 0,0005992649813064412
чь 0,001 0,0002570853517198664
ша 0,001 0,0010557141385935554
ше 0,002 0,0025163924082332242
ши 0,003 0,0019017746957224104
шл 0,001 0,0005951442513802951
шу 0,001 0,0003246267659713419
шь 0,001 0,0005771262995336317
ще 0,002 0,0021305475001309956
щи 0,002 0,0013035386920057146
ъе 0,001 0,00027571779838007795
ъя 0,001 0,0001553105518948051
ыв 0,004 0,0013320367926528513
ые 0,001 0,0021177901058450207
ый 0,004 0,0021052158551113187
ык 0,001 0,0002954876628912491
ыл 0,003 0,0019981178433524233
ым 0,001 0,0018633892530361055
ын 0,001 0,0003279980532033176
ыс 0,001 0,0008831977319194034
ыт 0,001 0,0008756767973582911
ых 0,003 0,0024186684546104154
ье 0,003 0,0005518428501856054
ьк 0,001 0,001252256087585647
ьн 0,007 0,002856728553379155
ьс 0,001 0,001339591464184119
эр 0,001 8,083137070919237E-05
эс 0,001 5,378877934591071E-05
эт 0,001 0,002748411191127493
юд 0,001 0,000497147992212659
ют 0,001 0,0011322801923616492
ющ 0,003 0,0008398384959187327
яд 0,001 0,0006152081094885363
ял 0,002 0,0008028989233819527
ян 0,001 0,0007859268176101124
яс 0,001 0,000515426200686237
яц 0,001 0,00010921139196078461
